ground_truth,alt_best,alt_middle,alt_worst,score_best,score_middle,score_worst
My friend loves to go outside because he loves camping.,My friend went out because they love camping.  ,"My friend loves camping so much, that's why they went out.  ","That's why they went camping, they love it.  ",0.6899697,0.555599,0.43042463
My friend is an expert at making bonfires because he was a Boy Scout growing up.,My friend is a bonfire expert because he was a boy scout growing up.  ,My friend is an expert at making bonfires.  ,"Because my friend was a scout, he's a bonfire expert now.  ",0.88419396,0.733682,0.5605397
"My friend is leaving when?  Uh, tomorrow.",My friend is leaving tomorrow.  ,The time my friend leaves is tomorrow.  ,A friend of mine departs tomorrow.  ,0.5791408,0.49615583,0.41419894
Mother has to go to the store because I need to go food shopping.,Why does my mom have to go out to sell? I must buy food for myself.  ,Why does my mother have to leave to sell? I need to buy my own food.  ,My mom is leaving to sell. Why is it that I need to buy my own food?  ,0.4731212,0.4057552,0.34623328
"In my freshman year, my friends were shocked when they saw that I was bald because of the tradition at Gallaudet University.","In my freshman year, my friends looked at me and asked why I was bald, and I told them it was a tradition at Gallaudet.  ","In my freshman year, my friends looked at me being bald and asked why, I said it’s a tradition at Gallaudet.  ","During my first year, my friends looked at me bald and wondered why, and I told them it's a Gallaudet tradition.  ",0.6511922,0.6151071,0.53046656
My friend left because she`s bored.,My friend goes out because they're bored.  ,My friend often goes out because of boredom.  ,My friend goes out from time to time due to boredom.  ,0.6572051,0.5678191,0.41412583
My friend went out to a party.,Where did the friend leave the party?  ,Where is the friend leaving the party to?  ,To where has the friend departed following the party?  ,0.5628999,0.484683,0.41693243
My neighbor just adopted puppies because they have children.,My neighbor just took in puppies because they have children.  ,The person next to me just got puppies because they have children.  ,The people next to me got puppies recently due to having children.  ,0.91759175,0.72110516,0.6024728
Father arrives home late because he had to finish work.,Father arrived home late because he finished their work.  ,Dad arrived home late after finishing their work.  ,The reason Father came home late is that he completed their work.  ,0.7612551,0.6593788,0.60801846
I arrived school late because I was in a bike accident.,I got to school late because I had a bicycle accident.  ,I arrived 25 minutes late at school because of a bicycle accident.  ,I showed up at school 25 minutes late owing to a bicycle crash.  ,0.86037815,0.7380834,0.66168636
"When my friend calls me on the video phone, the lights flash on and off.","If my friend calls me by phone, the lights where I'm located usually flash.  ","When my friend calls by phone, I usually have the light flashing where I am.  ",My friend calls and the light near me typically starts flashing.  ,0.59362113,0.5513155,0.47197977
"When my friend is surfing the Internet, I remind him about his unfinished homework.","While using the internet, my friend usually reminds me about my unfinished homework.  ",My friend tends to remind me while surfing the internet that I haven't completed my homework.  ,"While on the internet, my friend reminded me that I hadn't done my homework yet.  ",0.7519316,0.66793096,0.60200274
"When Bob arrives at the party, everyone has to spray him with silly string and tease him.","When Bob arrived at the party, everyone had to use spray cans and pay by getting tortured.  ","Bob came to the party, and each one had to pay for using spray cans through torture.  ","Bob reached the party, and each of them must use spray cans and endure torture to pay.  ",0.5789737,0.47549975,0.40031686
"When my friend is tired of driving, we will switch.","When my friend is tired of driving, they will switch in the future.","If my friend becomes tired from driving, they will switch in the future.","In the future, my friend will change when they are finished being tired from driving.",0.80535305,0.6571013,0.4799955
"If my friend goes out to a party, I will join them for sure.","If my friend leaves, I will join the party for sure.  ","If my friend departs, I will certainly attend the party.  ","Should my friend leave, I assure you I'll join the party.  ",0.775288,0.64612603,0.53744084
When do you start travelling?,We plan to start the trip in one hour.,The journey will commence in an hour.  ,Our departure is in around an hour.  ,0.3798232,0.30678368,0.2584478
Where do you plan to travel?,Where did you both plan to travel?  ,Did you two plan a trip somewhere?  ,Have both of you settled on a place to go on a trip to?  ,0.79469174,0.5188493,0.4493707
Who is going fishing?,Who is going fishing with him?  ,Who will be fishing with him?  ,Who goes out to fish with him?  ,0.7770001,0.61195165,0.552963
When are your friends going fishing?,When is your friend going fishing?  ,When does your friend depart to go fishing?  ,What day is your friend leaving to fish?  ,0.9084449,0.71114033,0.6495044
When did your friend start driving?,When did your friend start the car?  ,When has your friend started the car?  ,When is it that your friend started the car?  ,0.8179563,0.7192278,0.64219433
Has your friend experienced travelling?,Has your friend experienced the whole trip?  ,Did your friend complete the trip experience?  ,Did your friend finish the experience of the trip?  ,0.743692,0.65188754,0.5452287
Is the video game easy to beat?,Is it easy to beat the video game?  ,Is beating this video game easy?  ,This video game is easy to win?  ,0.905377,0.814745,0.68612164
My friend is surfing the web.,The friend is currently surfing the web.  ,My friend is using the internet now.  ,A friend is currently online.  ,0.8661329,0.7423581,0.4880875
Did your friend drive?,Has your friend finished the car?  ,Is your friend's car finished?  ,Is your friend done working on the car?  ,0.72160983,0.6833903,0.63941103
My friend goes out fishing.,My friend went out fishing.  ,My friend is going out to fish.  ,A friend is going to fish.  ,0.93404734,0.81294775,0.69858897
My friend loves the Internet because there are many different websites.,I love browsing the internet because it's fun to visit and explore different websites.,I like using the internet because it's interesting to check out and navigate through different websites.,I enjoy going online because it's fun to click and flow through numerous sites.,0.62580585,0.5558526,0.4997775
I work all night because I need the extra money.,I worked all night because I needed the extra money.,I was up all night working because of the need for extra money.,I pulled an all-nighter working because I wanted extra money.,0.94938904,0.7676897,0.6606827
"Once my friend starts playing video games, he is hooked to it all night until his eyes pop out.",My friend and I started playing video games and played all night until our eyes popped out. Wow.  ,My friend and I began a video game and kept playing all night long until our eyes were bulging. Wow.  ,"My friend and I launched a gaming session that extended all night, leaving our eyes stretched wide open. Wow.  ",0.6789302,0.54693806,0.40254214
"If my friend goes out fishing, I have to monitor the weather to make sure it`s fine for fishing.","If my friend goes out fishing, I must really look forward to it and hope the weather is fine.  ",I should be excited and hope the weather is great if my friend goes out fishing.  ,I will really look forward and hope for good weather if my friend goes out fishing.,0.60509604,0.52781326,0.45286524
Why is your friend addicted to the Internet?,Your friend is addicted to surfing the internet. Why?  ,Do you think your friend is addicted to the internet? Why?  ,Your friend is always online; are they addicted? Why?  ,0.8252908,0.7792554,0.6494677
What do you usually do on the Internet?,What do you do on the internet?  ,What are you engaged in on the internet?,How are you using the internet now?  ,0.9052795,0.75478196,0.6597867
When did you graduate high school?,When did you both graduate high school?  ,When will you both graduate high school?  ,When are you two graduating high school?  ,0.9148428,0.7742218,0.73806506
Why don`t you like that video game?,"I don't like that video game, but I can't explain why.  ","That video game doesn't appeal to me, but the reason is unclear.  ","I am not a fan of that video game, though I can't say why.  ",0.5226585,0.47440776,0.43251252
